Parameter,Value
Loan Type,זכאות
Interest Rate (%),6.0
Loan Term (months),168
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,514763.02
Extraction Timestamp,20250727_233608
Monthly Income,"12,000.00"
Total Investment Amount,"159,201.74"
Total Investment Final Value,"261,665.43"
Total Investment Profit After Tax,"50,491.10"
Effective Annual Return After Tax,3.12%
Weighted Monthly Payment (30 years),"10,353.23"
Weighted Cost (should be ~0),0.02
Weighted Investment Profit,"856,798.27"
Weighted Calculation Converged,Yes
