Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),252
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,518739.18
Extraction Timestamp,20250727_230459
Monthly Income,"12,000.00"
Total Investment Amount,"1,142,988.70"
Total Investment Final Value,"2,602,112.63"
Total Investment Profit After Tax,"763,083.63"
Effective Annual Return After Tax,3.49%
Weighted Monthly Payment (30 years),"8,401.74"
Weighted Cost (should be ~0),0.81
Weighted Investment Profit,"881,012.11"
Weighted Calculation Converged,Yes
