Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),132
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,161630.84
Extraction Timestamp,20250727_172444
Monthly Income,"12,000.00"
Total Investment Amount,"164,618.98"
Total Investment Final Value,"275,050.88"
Total Investment Profit After Tax,"53,509.72"
Effective Annual Return After Tax,4.14%
Weighted Monthly Payment (30 years),"8,436.96"
Weighted Cost (should be ~0),-0.55
Weighted Investment Profit,"419,380.47"
Weighted Calculation Converged,Yes
