Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.25
Loan Term (months),156
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,234676.99
Extraction Timestamp,20250727_172714
Monthly Income,"12,000.00"
Total Investment Amount,"478,755.45"
Total Investment Final Value,"771,336.68"
Total Investment Profit After Tax,"142,752.68"
Effective Annual Return After Tax,3.23%
Weighted Monthly Payment (30 years),"7,764.89"
Weighted Cost (should be ~0),-0.02
Weighted Investment Profit,"393,244.53"
Weighted Calculation Converged,Yes
