Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.75
Loan Term (months),300
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,858841.81
Extraction Timestamp,20250727_194358
Monthly Income,"12,000.00"
Total Investment Amount,"1,442,927.66"
Total Investment Final Value,"3,643,147.95"
Total Investment Profit After Tax,"1,179,731.15"
Effective Annual Return After Tax,3.30%
Weighted Monthly Payment (30 years),"9,257.09"
Weighted Cost (should be ~0),0.65
Weighted Investment Profit,"1,157,072.99"
Weighted Calculation Converged,Yes
