Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.5
Loan Term (months),204
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,384375.00
Extraction Timestamp,20250727_185930
Monthly Income,"12,000.00"
Total Investment Amount,"1,063,625.00"
Total Investment Final Value,"1,903,730.57"
Total Investment Profit After Tax,"421,245.84"
Effective Annual Return After Tax,3.02%
Weighted Monthly Payment (30 years),"7,052.74"
Weighted Cost (should be ~0),-0.89
Weighted Investment Profit,"384,374.11"
Weighted Calculation Converged,Yes
