Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.25
Loan Term (months),108
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,108
Total Mortgage Interest,199052.52
Extraction Timestamp,20250727_163835
Monthly Income,"12,000.00"
Total Investment Amount,"65,068.88"
Total Investment Final Value,"75,304.72"
Total Investment Profit After Tax,"4,625.09"
Effective Annual Return After Tax,1.40%
Weighted Monthly Payment (30 years),"8,124.66"
Weighted Cost (should be ~0),0.62
Weighted Investment Profit,"245,850.04"
Weighted Calculation Converged,Yes
