Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.0
Loan Term (months),180
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,244411.36
Extraction Timestamp,20250727_172847
Monthly Income,"12,000.00"
Total Investment Amount,"793,535.52"
Total Investment Final Value,"1,376,056.60"
Total Investment Profit After Tax,"288,963.13"
Effective Annual Return After Tax,3.24%
Weighted Monthly Payment (30 years),"7,086.52"
Weighted Cost (should be ~0),-0.59
Weighted Investment Profit,"366,463.89"
Weighted Calculation Converged,Yes
