Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.25
Loan Term (months),216
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,219050.47
Extraction Timestamp,20250727_223632
Monthly Income,"12,000.00"
Total Investment Amount,"1,256,239.32"
Total Investment Final Value,"2,486,841.71"
Total Investment Profit After Tax,"626,798.89"
Effective Annual Return After Tax,3.36%
Weighted Monthly Payment (30 years),"6,186.62"
Weighted Cost (should be ~0),0.55
Weighted Investment Profit,"335,761.23"
Weighted Calculation Converged,Yes
