Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.0
Loan Term (months),132
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,186438.92
Extraction Timestamp,20250727_193048
Monthly Income,"12,000.00"
Total Investment Amount,"211,587.09"
Total Investment Final Value,"325,297.41"
Total Investment Profit After Tax,"54,705.54"
Effective Annual Return After Tax,3.44%
Weighted Monthly Payment (30 years),"8,203.13"
Weighted Cost (should be ~0),-0.78
Weighted Investment Profit,"372,412.13"
Weighted Calculation Converged,Yes
