Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.75
Loan Term (months),168
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,493314.56
Extraction Timestamp,20250728_001630
Monthly Income,"12,000.00"
Total Investment Amount,"180,650.20"
Total Investment Final Value,"302,718.88"
Total Investment Profit After Tax,"60,243.31"
Effective Annual Return After Tax,3.25%
Weighted Monthly Payment (30 years),"10,203.09"
Weighted Cost (should be ~0),-0.30
Weighted Investment Profit,"835,349.49"
Weighted Calculation Converged,Yes
