Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.75
Loan Term (months),300
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,778422.87
Extraction Timestamp,20250727_194701
Monthly Income,"12,000.00"
Total Investment Amount,"1,331,167.65"
Total Investment Final Value,"3,615,282.99"
Total Investment Profit After Tax,"1,233,354.49"
Effective Annual Return After Tax,3.58%
Weighted Monthly Payment (30 years),"9,354.44"
Weighted Cost (should be ~0),-0.14
Weighted Investment Profit,"1,268,832.21"
Weighted Calculation Converged,Yes
