Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.75
Loan Term (months),180
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,220561.54
Extraction Timestamp,20250727_181451
Monthly Income,"12,000.00"
Total Investment Amount,"843,289.57"
Total Investment Final Value,"1,461,345.84"
Total Investment Profit After Tax,"306,549.89"
Effective Annual Return After Tax,3.23%
Weighted Monthly Payment (30 years),"6,795.69"
Weighted Cost (should be ~0),0.27
Weighted Investment Profit,"316,710.70"
Weighted Calculation Converged,Yes
