Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.0
Loan Term (months),168
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,352083.33
Extraction Timestamp,20250727_170507
Monthly Income,"12,000.00"
Total Investment Amount,"663,916.67"
Total Investment Final Value,"1,033,607.09"
Total Investment Profit After Tax,"180,054.78"
Effective Annual Return After Tax,2.77%
Weighted Monthly Payment (30 years),"7,537.40"
Weighted Cost (should be ~0),-0.13
Weighted Investment Profit,"352,083.21"
Weighted Calculation Converged,Yes
