Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),6.0
Loan Term (months),120
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,120
Total Mortgage Interest,344346.11
Extraction Timestamp,20250729_052719
Monthly Income,"12,000.00"
Total Investment Amount,"42,016.78"
Total Investment Final Value,"71,212.48"
Total Investment Profit After Tax,"14,082.60"
Effective Annual Return After Tax,4.70%
Weighted Monthly Payment (30 years),"8,738.51"
Weighted Cost (should be ~0),-0.21
Weighted Investment Profit,"401,689.14"
Weighted Calculation Converged,Yes
