Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.75
Loan Term (months),180
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,310372.45
Extraction Timestamp,20250727_224501
Monthly Income,"12,000.00"
Total Investment Amount,"700,871.90"
Total Investment Final Value,"1,203,958.40"
Total Investment Profit After Tax,"249,313.04"
Effective Annual Return After Tax,3.18%
Weighted Monthly Payment (30 years),"7,674.63"
Weighted Cost (should be ~0),-0.29
Weighted Investment Profit,"459,127.81"
Weighted Calculation Converged,Yes
