Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.25
Loan Term (months),216
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,343801.19
Extraction Timestamp,20250727_180043
Monthly Income,"12,000.00"
Total Investment Amount,"984,286.18"
Total Investment Final Value,"1,973,211.53"
Total Investment Profit After Tax,"504,485.43"
Effective Annual Return After Tax,3.43%
Weighted Monthly Payment (30 years),"7,617.07"
Weighted Cost (should be ~0),-0.15
Weighted Investment Profit,"607,713.67"
Weighted Calculation Converged,Yes
