Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.25
Loan Term (months),132
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,264121.80
Extraction Timestamp,20250727_195223
Monthly Income,"12,000.00"
Total Investment Amount,"133,904.21"
Total Investment Final Value,"195,159.17"
Total Investment Profit After Tax,"29,302.96"
Effective Annual Return After Tax,3.00%
Weighted Monthly Payment (30 years),"8,799.62"
Weighted Cost (should be ~0),0.79
Weighted Investment Profit,"450,096.58"
Weighted Calculation Converged,Yes
