Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.0
Loan Term (months),132
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,119554.86
Extraction Timestamp,20250727_161617
Monthly Income,"12,000.00"
Total Investment Amount,"345,089.21"
Total Investment Final Value,"523,213.05"
Total Investment Profit After Tax,"85,541.67"
Effective Annual Return After Tax,3.33%
Weighted Monthly Payment (30 years),"7,292.80"
Weighted Cost (should be ~0),-0.06
Weighted Investment Profit,"238,910.73"
Weighted Calculation Converged,Yes
