Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.5
Loan Term (months),180
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,206914.97
Extraction Timestamp,20250727_195103
Monthly Income,"12,000.00"
Total Investment Amount,"804,329.39"
Total Investment Final Value,"1,415,256.33"
Total Investment Profit After Tax,"303,549.63"
Effective Annual Return After Tax,3.33%
Weighted Monthly Payment (30 years),"6,954.64"
Weighted Cost (should be ~0),-0.20
Weighted Investment Profit,"355,670.41"
Weighted Calculation Converged,Yes
