Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.0
Loan Term (months),300
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,608462.74
Extraction Timestamp,20250727_223714
Monthly Income,"12,000.00"
Total Investment Amount,"1,657,495.16"
Total Investment Final Value,"4,416,029.81"
Total Investment Profit After Tax,"1,486,147.49"
Effective Annual Return After Tax,3.50%
Weighted Monthly Payment (30 years),"7,928.81"
Weighted Cost (should be ~0),0.83
Weighted Investment Profit,"942,505.67"
Weighted Calculation Converged,Yes
