Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.25
Loan Term (months),156
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,301322.43
Extraction Timestamp,20250727_181822
Monthly Income,"12,000.00"
Total Investment Amount,"443,249.80"
Total Investment Final Value,"689,367.08"
Total Investment Profit After Tax,"119,551.54"
Effective Annual Return After Tax,2.98%
Weighted Monthly Payment (30 years),"8,086.08"
Weighted Cost (should be ~0),-0.07
Weighted Investment Profit,"428,750.13"
Weighted Calculation Converged,Yes
