Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.25
Loan Term (months),156
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,278020.83
Extraction Timestamp,20250727_143147
Monthly Income,"12,000.00"
Total Investment Amount,"593,979.17"
Total Investment Final Value,"902,882.94"
Total Investment Profit After Tax,"149,472.33"
Effective Annual Return After Tax,2.82%
Weighted Monthly Payment (30 years),"7,246.23"
Weighted Cost (should be ~0),-0.19
Weighted Investment Profit,"278,020.65"
Weighted Calculation Converged,Yes
