Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.5
Loan Term (months),180
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,507172.03
Extraction Timestamp,20250727_173131
Monthly Income,"12,000.00"
Total Investment Amount,"303,524.33"
Total Investment Final Value,"532,534.17"
Total Investment Profit After Tax,"113,956.13"
Effective Annual Return After Tax,3.31%
Weighted Monthly Payment (30 years),"9,963.41"
Weighted Cost (should be ~0),0.29
Weighted Investment Profit,"856,475.96"
Weighted Calculation Converged,Yes
