Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.5
Loan Term (months),336
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,753541.56
Extraction Timestamp,20250727_172025
Monthly Income,"12,000.00"
Total Investment Amount,"1,977,493.27"
Total Investment Final Value,"5,884,879.23"
Total Investment Profit After Tax,"2,148,552.57"
Effective Annual Return After Tax,3.49%
Weighted Monthly Payment (30 years),"8,023.98"
Weighted Cost (should be ~0),-0.65
Weighted Investment Profit,"1,054,506.08"
Weighted Calculation Converged,Yes
