Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.75
Loan Term (months),348
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,690729.17
Extraction Timestamp,20250727_191115
Monthly Income,"12,000.00"
Total Investment Amount,"2,485,270.83"
Total Investment Final Value,"7,380,316.18"
Total Investment Profit After Tax,"2,697,341.08"
Effective Annual Return After Tax,3.36%
Weighted Monthly Payment (30 years),"6,748.11"
Weighted Cost (should be ~0),-0.64
Weighted Investment Profit,"690,728.53"
Weighted Calculation Converged,Yes
