Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),180
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,317503.62
Extraction Timestamp,20250727_181944
Monthly Income,"12,000.00"
Total Investment Amount,"763,186.57"
Total Investment Final Value,"1,285,762.02"
Total Investment Profit After Tax,"258,302.34"
Effective Annual Return After Tax,3.06%
Weighted Monthly Payment (30 years),"7,403.28"
Weighted Cost (should be ~0),-0.05
Weighted Investment Profit,"396,813.38"
Weighted Calculation Converged,Yes
