Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),228
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,287516.92
Extraction Timestamp,20250727_152313
Monthly Income,"12,000.00"
Total Investment Amount,"1,127,213.77"
Total Investment Final Value,"2,411,474.70"
Total Investment Profit After Tax,"661,971.19"
Effective Annual Return After Tax,3.56%
Weighted Monthly Payment (30 years),"7,269.37"
Weighted Cost (should be ~0),0.17
Weighted Investment Profit,"608,786.40"
Weighted Calculation Converged,Yes
