Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),6.0
Loan Term (months),240
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,717717.86
Extraction Timestamp,20250727_192231
Monthly Income,"12,000.00"
Total Investment Amount,"863,854.76"
Total Investment Final Value,"1,759,871.08"
Total Investment Profit After Tax,"461,740.36"
Effective Annual Return After Tax,3.15%
Weighted Monthly Payment (30 years),"9,652.14"
Weighted Cost (should be ~0),0.11
Weighted Investment Profit,"1,016,145.36"
Weighted Calculation Converged,Yes
