Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.25
Loan Term (months),204
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,244744.30
Extraction Timestamp,20250727_183605
Monthly Income,"12,000.00"
Total Investment Amount,"769,600.24"
Total Investment Final Value,"1,590,772.15"
Total Investment Profit After Tax,"418,072.31"
Effective Annual Return After Tax,3.80%
Weighted Monthly Payment (30 years),"8,012.03"
Weighted Cost (should be ~0),0.33
Weighted Investment Profit,"678,400.09"
Weighted Calculation Converged,Yes
