Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.75
Loan Term (months),144
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,393724.68
Extraction Timestamp,20250727_231935
Monthly Income,"12,000.00"
Total Investment Amount,"129,366.02"
Total Investment Final Value,"176,280.35"
Total Investment Profit After Tax,"22,257.83"
Effective Annual Return After Tax,2.25%
Weighted Monthly Payment (30 years),"9,523.10"
Weighted Cost (should be ~0),-0.78
Weighted Investment Profit,"598,633.20"
Weighted Calculation Converged,Yes
