Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.25
Loan Term (months),144
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,159488.86
Extraction Timestamp,20250727_181254
Monthly Income,"12,000.00"
Total Investment Amount,"300,002.45"
Total Investment Final Value,"504,320.28"
Total Investment Profit After Tax,"99,617.56"
Effective Annual Return After Tax,3.83%
Weighted Monthly Payment (30 years),"8,132.83"
Weighted Cost (should be ~0),-0.48
Weighted Investment Profit,"427,997.07"
Weighted Calculation Converged,Yes
