Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.0
Loan Term (months),180
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,272101.80
Extraction Timestamp,20250727_231300
Monthly Income,"12,000.00"
Total Investment Amount,"571,369.31"
Total Investment Final Value,"1,049,590.20"
Total Investment Profit After Tax,"238,695.26"
Effective Annual Return After Tax,3.59%
Weighted Monthly Payment (30 years),"8,206.92"
Weighted Cost (should be ~0),0.57
Weighted Investment Profit,"588,631.26"
Weighted Calculation Converged,Yes
