Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.5
Loan Term (months),192
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,494008.02
Extraction Timestamp,20250728_095554
Monthly Income,"12,000.00"
Total Investment Amount,"630,651.60"
Total Investment Final Value,"1,081,470.43"
Total Investment Profit After Tax,"224,235.11"
Effective Annual Return After Tax,2.97%
Weighted Monthly Payment (30 years),"8,811.23"
Weighted Cost (should be ~0),0.74
Weighted Investment Profit,"673,349.14"
Weighted Calculation Converged,Yes
