Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.0
Loan Term (months),312
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,285137.39
Extraction Timestamp,20250727_150548
Monthly Income,"12,000.00"
Total Investment Amount,"2,316,412.63"
Total Investment Final Value,"6,491,484.43"
Total Investment Profit After Tax,"2,266,522.68"
Effective Annual Return After Tax,3.55%
Weighted Monthly Payment (30 years),"5,304.21"
Weighted Cost (should be ~0),0.19
Weighted Investment Profit,"427,587.56"
Weighted Calculation Converged,Yes
