Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.0
Loan Term (months),276
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,321978.64
Extraction Timestamp,20250727_193431
Monthly Income,"12,000.00"
Total Investment Amount,"1,348,203.47"
Total Investment Final Value,"3,685,830.90"
Total Investment Profit After Tax,"1,251,013.18"
Effective Annual Return After Tax,3.93%
Weighted Monthly Payment (30 years),"7,751.04"
Weighted Cost (should be ~0),0.69
Weighted Investment Profit,"963,797.22"
Weighted Calculation Converged,Yes
