Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),312
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,724686.97
Extraction Timestamp,20250727_155451
Monthly Income,"12,000.00"
Total Investment Amount,"1,387,056.00"
Total Investment Final Value,"4,148,949.15"
Total Investment Profit After Tax,"1,508,622.78"
Effective Annual Return After Tax,3.79%
Weighted Monthly Payment (30 years),"9,209.15"
Weighted Cost (should be ~0),0.09
Weighted Investment Profit,"1,356,944.08"
Weighted Calculation Converged,Yes
