Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.25
Loan Term (months),156
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,321457.42
Extraction Timestamp,20250727_232205
Monthly Income,"12,000.00"
Total Investment Amount,"309,147.78"
Total Investment Final Value,"501,530.32"
Total Investment Profit After Tax,"93,988.65"
Effective Annual Return After Tax,3.28%
Weighted Monthly Payment (30 years),"8,832.28"
Weighted Cost (should be ~0),-0.74
Weighted Investment Profit,"562,851.49"
Weighted Calculation Converged,Yes
