Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.25
Loan Term (months),360
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,418028.67
Extraction Timestamp,20250727_153656
Monthly Income,"12,000.00"
Total Investment Amount,"2,531,008.56"
Total Investment Final Value,"8,722,761.72"
Total Investment Profit After Tax,"3,468,594.05"
Effective Annual Return After Tax,3.72%
Weighted Monthly Payment (30 years),"6,044.93"
Weighted Cost (should be ~0),-0.55
Weighted Investment Profit,"788,990.89"
Weighted Calculation Converged,Yes
