Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.5
Loan Term (months),144
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,174915.36
Extraction Timestamp,20250727_162034
Monthly Income,"12,000.00"
Total Investment Amount,"308,915.30"
Total Investment Final Value,"509,121.74"
Total Investment Profit After Tax,"97,450.84"
Effective Annual Return After Tax,3.68%
Weighted Monthly Payment (30 years),"8,111.21"
Weighted Cost (should be ~0),0.45
Weighted Investment Profit,"419,085.15"
Weighted Calculation Converged,Yes
