Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.25
Loan Term (months),144
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,375403.22
Extraction Timestamp,20250727_185643
Monthly Income,"12,000.00"
Total Investment Amount,"67,525.52"
Total Investment Final Value,"105,725.98"
Total Investment Profit After Tax,"18,574.47"
Effective Annual Return After Tax,3.29%
Weighted Monthly Payment (30 years),"9,827.14"
Weighted Cost (should be ~0),-0.52
Weighted Investment Profit,"660,473.96"
Weighted Calculation Converged,Yes
