Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),108
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,108
Total Mortgage Interest,136282.71
Extraction Timestamp,20250727_223612
Monthly Income,"12,000.00"
Total Investment Amount,"21,279.74"
Total Investment Final Value,"32,622.84"
Total Investment Profit After Tax,"5,400.19"
Effective Annual Return After Tax,4.20%
Weighted Monthly Payment (30 years),"8,217.02"
Weighted Cost (should be ~0),-0.63
Weighted Investment Profit,"274,719.64"
Weighted Calculation Converged,Yes
