Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.5
Loan Term (months),276
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,811026.15
Extraction Timestamp,20250728_105532
Monthly Income,"12,000.00"
Total Investment Amount,"1,059,699.14"
Total Investment Final Value,"2,569,298.28"
Total Investment Profit After Tax,"801,014.64"
Effective Annual Return After Tax,3.43%
Weighted Monthly Payment (30 years),"9,911.00"
Weighted Cost (should be ~0),0.81
Weighted Investment Profit,"1,252,301.67"
Weighted Calculation Converged,Yes
