Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.5
Loan Term (months),252
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,461011.39
Extraction Timestamp,20250727_173431
Monthly Income,"12,000.00"
Total Investment Amount,"1,168,821.40"
Total Investment Final Value,"2,708,831.55"
Total Investment Profit After Tax,"806,616.39"
Effective Annual Return After Tax,3.57%
Weighted Monthly Payment (30 years),"8,166.10"
Weighted Cost (should be ~0),0.69
Weighted Investment Profit,"855,179.28"
Weighted Calculation Converged,Yes
