Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.75
Loan Term (months),240
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,598245.86
Extraction Timestamp,20250728_083450
Monthly Income,"12,000.00"
Total Investment Amount,"879,797.24"
Total Investment Final Value,"1,916,880.76"
Total Investment Profit After Tax,"538,149.26"
Effective Annual Return After Tax,3.46%
Weighted Monthly Payment (30 years),"9,293.63"
Weighted Cost (should be ~0),-0.12
Weighted Investment Profit,"1,000,202.64"
Weighted Calculation Converged,Yes
