Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.5
Loan Term (months),312
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,537321.62
Extraction Timestamp,20250727_153644
Monthly Income,"12,000.00"
Total Investment Amount,"1,930,755.42"
Total Investment Final Value,"5,368,203.66"
Total Investment Profit After Tax,"1,865,353.50"
Effective Annual Return After Tax,3.52%
Weighted Monthly Payment (30 years),"7,148.78"
Weighted Cost (should be ~0),0.08
Weighted Investment Profit,"813,244.66"
Weighted Calculation Converged,Yes
