Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),6.0
Loan Term (months),264
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,714255.02
Extraction Timestamp,20250727_171501
Monthly Income,"12,000.00"
Total Investment Amount,"1,334,801.60"
Total Investment Final Value,"2,866,885.01"
Total Investment Profit After Tax,"798,724.55"
Effective Annual Return After Tax,3.08%
Weighted Monthly Payment (30 years),"8,522.06"
Weighted Cost (should be ~0),-0.25
Weighted Investment Profit,"833,198.15"
Weighted Calculation Converged,Yes
