Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.5
Loan Term (months),360
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,978856.47
Extraction Timestamp,20250729_011208
Monthly Income,"12,000.00"
Total Investment Amount,"2,015,265.39"
Total Investment Final Value,"7,434,242.83"
Total Investment Profit After Tax,"3,049,506.08"
Effective Annual Return After Tax,3.94%
Weighted Monthly Payment (30 years),"7,719.95"
Weighted Cost (should be ~0),0.01
Weighted Investment Profit,"1,304,734.62"
Weighted Calculation Converged,Yes
