Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.5
Loan Term (months),144
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,250268.81
Extraction Timestamp,20250727_185519
Monthly Income,"12,000.00"
Total Investment Amount,"192,659.92"
Total Investment Final Value,"324,202.39"
Total Investment Profit After Tax,"64,172.62"
Effective Annual Return After Tax,3.84%
Weighted Monthly Payment (30 years),"8,898.91"
Weighted Cost (should be ~0),0.19
Weighted Investment Profit,"535,340.27"
Weighted Calculation Converged,Yes
