Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.75
Loan Term (months),120
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,120
Total Mortgage Interest,367166.12
Extraction Timestamp,20250729_051959
Monthly Income,"12,000.00"
Total Investment Amount,"13,393.03"
Total Investment Final Value,"25,659.53"
Total Investment Profit After Tax,"6,017.84"
Effective Annual Return After Tax,5.85%
Weighted Monthly Payment (30 years),"10,120.29"
Weighted Cost (should be ~0),0.16
Weighted Investment Profit,"621,737.61"
Weighted Calculation Converged,Yes
