Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.0
Loan Term (months),108
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,108
Total Mortgage Interest,150578.88
Extraction Timestamp,20250727_194847
Monthly Income,"12,000.00"
Total Investment Amount,"2,912.14"
Total Investment Final Value,"5,191.70"
Total Investment Profit After Tax,"1,104.21"
Effective Annual Return After Tax,5.77%
Weighted Monthly Payment (30 years),"8,477.42"
Weighted Cost (should be ~0),0.94
Weighted Investment Profit,"310,770.10"
Weighted Calculation Converged,Yes
