Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.25
Loan Term (months),180
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,260663.64
Extraction Timestamp,20250727_154609
Monthly Income,"12,000.00"
Total Investment Amount,"803,187.47"
Total Investment Final Value,"1,379,029.38"
Total Investment Profit After Tax,"285,306.80"
Effective Annual Return After Tax,3.18%
Weighted Monthly Payment (30 years),"7,078.01"
Weighted Cost (should be ~0),-0.93
Weighted Investment Profit,"356,811.60"
Weighted Calculation Converged,Yes
