Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.75
Loan Term (months),264
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,359575.47
Extraction Timestamp,20250727_193613
Monthly Income,"12,000.00"
Total Investment Amount,"1,521,290.57"
Total Investment Final Value,"3,630,026.43"
Total Investment Profit After Tax,"1,111,637.78"
Effective Annual Return After Tax,3.52%
Weighted Monthly Payment (30 years),"6,937.14"
Weighted Cost (should be ~0),0.21
Weighted Investment Profit,"646,709.65"
Weighted Calculation Converged,Yes
