Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.25
Loan Term (months),228
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,478730.74
Extraction Timestamp,20250727_191930
Monthly Income,"12,000.00"
Total Investment Amount,"976,248.41"
Total Investment Final Value,"2,002,379.85"
Total Investment Profit After Tax,"526,927.08"
Effective Annual Return After Tax,3.35%
Weighted Monthly Payment (30 years),"8,323.51"
Weighted Cost (should be ~0),-0.41
Weighted Investment Profit,"759,751.18"
Weighted Calculation Converged,Yes
