Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.0
Loan Term (months),276
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,565167.20
Extraction Timestamp,20250727_225021
Monthly Income,"12,000.00"
Total Investment Amount,"1,394,337.67"
Total Investment Final Value,"3,431,949.16"
Total Investment Profit After Tax,"1,081,781.60"
Effective Annual Return After Tax,3.49%
Weighted Monthly Payment (30 years),"8,177.18"
Weighted Cost (should be ~0),0.47
Weighted Investment Profit,"917,662.80"
Weighted Calculation Converged,Yes
