Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.5
Loan Term (months),276
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,333149.64
Extraction Timestamp,20250727_195706
Monthly Income,"12,000.00"
Total Investment Amount,"1,739,341.89"
Total Investment Final Value,"4,308,390.39"
Total Investment Profit After Tax,"1,364,151.31"
Effective Annual Return After Tax,3.52%
Weighted Monthly Payment (30 years),"6,413.33"
Weighted Cost (should be ~0),0.23
Weighted Investment Profit,"572,658.34"
Weighted Calculation Converged,Yes
