Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.5
Loan Term (months),132
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,326256.31
Extraction Timestamp,20250728_093911
Monthly Income,"12,000.00"
Total Investment Amount,"152,155.83"
Total Investment Final Value,"193,641.02"
Total Investment Profit After Tax,"19,273.73"
Effective Annual Return After Tax,1.90%
Weighted Monthly Payment (30 years),"8,812.49"
Weighted Cost (should be ~0),0.38
Weighted Investment Profit,"432,871.56"
Weighted Calculation Converged,Yes
