Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.0
Loan Term (months),168
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,250863.67
Extraction Timestamp,20250727_231204
Monthly Income,"12,000.00"
Total Investment Amount,"473,313.20"
Total Investment Final Value,"834,642.44"
Total Investment Profit After Tax,"178,798.28"
Effective Annual Return After Tax,3.59%
Weighted Monthly Payment (30 years),"8,255.04"
Weighted Cost (should be ~0),0.28
Weighted Investment Profit,"542,687.07"
Weighted Calculation Converged,Yes
