Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),324
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,641774.68
Extraction Timestamp,20250727_192607
Monthly Income,"12,000.00"
Total Investment Amount,"1,957,859.26"
Total Investment Final Value,"5,634,366.31"
Total Investment Profit After Tax,"2,008,474.74"
Effective Annual Return After Tax,3.51%
Weighted Monthly Payment (30 years),"7,575.06"
Weighted Cost (should be ~0),-0.22
Weighted Investment Profit,"930,140.52"
Weighted Calculation Converged,Yes
