Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.25
Loan Term (months),312
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,677689.81
Extraction Timestamp,20250727_190525
Monthly Income,"12,000.00"
Total Investment Amount,"1,716,148.02"
Total Investment Final Value,"4,757,950.47"
Total Investment Profit After Tax,"1,650,716.28"
Effective Annual Return After Tax,3.51%
Weighted Monthly Payment (30 years),"8,153.37"
Weighted Cost (should be ~0),-0.30
Weighted Investment Profit,"1,027,851.69"
Weighted Calculation Converged,Yes
