Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.5
Loan Term (months),240
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,240
Total Mortgage Interest,291776.12
Extraction Timestamp,20250729_024323
Monthly Income,"12,000.00"
Total Investment Amount,"1,471,610.61"
Total Investment Final Value,"3,281,727.13"
Total Investment Profit After Tax,"940,371.84"
Effective Annual Return After Tax,3.57%
Weighted Monthly Payment (30 years),"5,949.35"
Weighted Cost (should be ~0),-0.40
Weighted Investment Profit,"408,388.99"
Weighted Calculation Converged,Yes
