Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.25
Loan Term (months),204
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,349054.21
Extraction Timestamp,20250727_193522
Monthly Income,"12,000.00"
Total Investment Amount,"692,109.18"
Total Investment Final Value,"1,399,769.62"
Total Investment Profit After Tax,"359,735.03"
Effective Annual Return After Tax,3.68%
Weighted Monthly Payment (30 years),"8,553.14"
Weighted Cost (should be ~0),-0.95
Weighted Investment Profit,"755,889.87"
Weighted Calculation Converged,Yes
