Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.0
Loan Term (months),120
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,160902.98
Extraction Timestamp,20250727_174437
Monthly Income,"12,000.00"
Total Investment Amount,"182,699.82"
Total Investment Final Value,"256,565.64"
Total Investment Profit After Tax,"34,990.98"
Effective Annual Return After Tax,2.97%
Weighted Monthly Payment (30 years),"7,796.09"
Weighted Cost (should be ~0),-0.21
Weighted Investment Profit,"257,299.97"
Weighted Calculation Converged,Yes
