Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.5
Loan Term (months),360
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,520264.38
Extraction Timestamp,20250727_155620
Monthly Income,"12,000.00"
Total Investment Amount,"2,176,975.27"
Total Investment Final Value,"7,833,915.71"
Total Investment Profit After Tax,"3,179,285.72"
Effective Annual Return After Tax,3.86%
Weighted Monthly Payment (30 years),"7,200.41"
Weighted Cost (should be ~0),-0.17
Weighted Investment Profit,"1,143,024.56"
Weighted Calculation Converged,Yes
